57354.304734	&	3.48	&	2.22	&	1.2338	&	0.0448	&	0.3410	&	0.0019	&	0.1252	&	0.0025	\\
57354.317418	&	-3.66	&	2.54	&	1.0779	&	0.0421	&	0.3435	&	0.0020	&	0.1287	&	0.0026	\\
57356.308205	&	-7.83	&	1.82	&	1.1784	&	0.0203	&	0.3392	&	0.0012	&	0.1230	&	0.0013	\\
57501.700690	&	-6.15	&	2.37	&	1.3670	&	0.0415	&	0.3617	&	0.0018	&	0.1388	&	0.0024	\\
57508.699547	&	-4.65	&	1.26	&	1.3434	&	0.0178	&	0.3489	&	0.0008	&	0.1259	&	0.0011	\\
57509.691609	&	2.10	&	2.39	&	1.1425	&	0.0303	&	0.3446	&	0.0012	&	0.1248	&	0.0017	\\
57510.683844	&	5.04	&	2.95	&	1.2858	&	0.0266	&	0.3399	&	0.0010	&	0.1210	&	0.0014	\\
57513.706098	&	-4.02	&	1.22	&	1.1946	&	0.0128	&	0.3430	&	0.0008	&	0.1238	&	0.0009	\\
57537.707450	&	2.07	&	1.26	&	1.5314	&	0.0138	&	0.3650	&	0.0009	&	0.1350	&	0.0010	\\
57538.662184	&	-2.16	&	1.28	&	1.6772	&	0.0159	&	0.3841	&	0.0008	&	0.1372	&	0.0010	\\
57540.697701	&	-6.62	&	1.00	&	1.5303	&	0.0131	&	0.3708	&	0.0007	&	0.1328	&	0.0008	\\
57549.682126	&	4.74	&	1.68	&	1.3937	&	0.0170	&	0.3498	&	0.0007	&	0.1220	&	0.0010	\\
57552.625769	&	-3.35	&	1.31	&	1.2904	&	0.0137	&	0.3494	&	0.0009	&	0.1277	&	0.0010	\\
57553.657209	&	-0.22	&	1.99	&	1.2436	&	0.0204	&	0.3455	&	0.0012	&	0.1438	&	0.0015	\\
57594.557626	&	-8.86	&	1.22	&	1.3356	&	0.0137	&	0.3453	&	0.0008	&	0.1273	&	0.0009	\\
57596.591265	&	-5.61	&	1.68	&	1.2850	&	0.0221	&	0.3466	&	0.0012	&	0.1268	&	0.0014	\\
57597.552753	&	-3.94	&	1.27	&	1.3464	&	0.0161	&	0.3459	&	0.0009	&	0.1219	&	0.0010	\\
57603.557020	&	2.35	&	1.28	&	1.3456	&	0.0132	&	0.3474	&	0.0008	&	0.1274	&	0.0009	\\
57604.544702	&	1.77	&	1.50	&	1.2943	&	0.0167	&	0.3497	&	0.0010	&	0.1246	&	0.0012	\\
57605.641977	&	-0.07	&	2.15	&	1.3678	&	0.0295	&	0.3528	&	0.0012	&	0.1246	&	0.0017	\\
57606.550501	&	0.41	&	1.42	&	1.3565	&	0.0183	&	0.3519	&	0.0010	&	0.1294	&	0.0012	\\
57607.570725	&	6.29	&	1.61	&	1.4251	&	0.0218	&	0.3557	&	0.0010	&	0.1252	&	0.0013	\\
57608.638735	&	0.77	&	1.01	&	1.4773	&	0.0180	&	0.3574	&	0.0009	&	0.1293	&	0.0011	\\
57609.585843	&	0.97	&	2.28	&	1.3597	&	0.0389	&	0.3549	&	0.0016	&	0.1320	&	0.0022	\\
57620.487606	&	-0.29	&	1.83	&	1.6431	&	0.0236	&	0.3570	&	0.0013	&	0.1356	&	0.0015	\\
57621.519280	&	-0.51	&	2.12	&	1.2062	&	0.0324	&	0.3524	&	0.0015	&	0.1353	&	0.0021	\\
57622.503754	&	-4.46	&	1.22	&	1.4621	&	0.0133	&	0.3542	&	0.0008	&	0.1299	&	0.0009	\\
57623.477128	&	-6.16	&	1.48	&	1.4835	&	0.0134	&	0.3562	&	0.0010	&	0.1328	&	0.0010	\\
57624.455987	&	-6.23	&	1.14	&	1.3930	&	0.0123	&	0.3510	&	0.0009	&	0.1299	&	0.0009	\\
57625.548799	&	-6.86	&	1.22	&	1.4067	&	0.0107	&	0.3501	&	0.0008	&	0.1309	&	0.0008	\\
57626.554737	&	-8.50	&	1.76	&	1.3159	&	0.0151	&	0.3482	&	0.0009	&	0.1280	&	0.0011	\\
57627.535108	&	-5.02	&	1.61	&	1.2625	&	0.0159	&	0.3474	&	0.0011	&	0.1282	&	0.0012	\\
57629.549641	&	-5.18	&	1.44	&	1.3152	&	0.0133	&	0.3471	&	0.0010	&	0.1248	&	0.0010	\\
57630.536443	&	-7.73	&	1.54	&	1.1276	&	0.0156	&	0.3402	&	0.0011	&	0.1245	&	0.0012	\\
57632.535169	&	-2.18	&	1.63	&	1.2713	&	0.0142	&	0.3436	&	0.0009	&	0.1269	&	0.0010	\\
57635.392487	&	-0.29	&	1.19	&	1.3157	&	0.0109	&	0.3477	&	0.0008	&	0.1270	&	0.0008	\\
57636.370440	&	-1.18	&	0.99	&	1.3496	&	0.0098	&	0.3481	&	0.0007	&	0.1302	&	0.0008	\\
57637.516115	&	1.77	&	1.12	&	1.3111	&	0.0108	&	0.3475	&	0.0009	&	0.1298	&	0.0009	\\
57638.545648	&	-2.87	&	1.45	&	1.3831	&	0.0135	&	0.3467	&	0.0009	&	0.1286	&	0.0010	\\
57640.538743	&	1.73	&	0.86	&	1.3627	&	0.0105	&	0.3503	&	0.0006	&	0.1242	&	0.0007	\\
57641.534605	&	3.05	&	1.03	&	1.3165	&	0.0122	&	0.3449	&	0.0008	&	0.1266	&	0.0009	\\
57643.537577	&	2.60	&	1.06	&	1.4228	&	0.0138	&	0.3515	&	0.0009	&	0.1305	&	0.0010	\\
57645.534503	&	-0.16	&	1.31	&	1.3778	&	0.0178	&	0.3520	&	0.0011	&	0.1279	&	0.0012	\\
57646.524307	&	-1.35	&	1.02	&	1.4791	&	0.0116	&	0.3541	&	0.0007	&	0.1280	&	0.0008	\\
57653.553135	&	1.14	&	1.43	&	1.6433	&	0.0218	&	0.3674	&	0.0011	&	0.1346	&	0.0013	\\
57654.555535	&	1.42	&	1.63	&	1.6412	&	0.0215	&	0.3653	&	0.0010	&	0.1348	&	0.0012	\\
57679.395908	&	3.04	&	1.16	&	1.4323	&	0.0128	&	0.3539	&	0.0007	&	0.1272	&	0.0009	\\
57680.409564	&	2.54	&	1.20	&	1.3705	&	0.0118	&	0.3533	&	0.0010	&	0.1297	&	0.0009	\\
57681.457267	&	-0.04	&	1.24	&	1.3597	&	0.0138	&	0.3547	&	0.0013	&	0.1346	&	0.0012	\\
57683.438943	&	-1.91	&	1.36	&	1.4271	&	0.0142	&	0.3532	&	0.0009	&	0.1293	&	0.0010	\\
57701.397060	&	-7.45	&	2.52	&	1.5908	&	0.0695	&	0.3524	&	0.0019	&	0.1311	&	0.0029	\\
57702.391756	&	-10.58	&	2.53	&	1.2207	&	0.0327	&	0.3521	&	0.0015	&	0.1285	&	0.0020	\\
57721.324810	&	-4.88	&	1.91	&	1.3428	&	0.0300	&	0.3470	&	0.0015	&	0.1299	&	0.0018	\\
57859.730190	&	-2.26	&	2.28	&	1.1723	&	0.0352	&	0.3477	&	0.0016	&	0.1290	&	0.0020	\\
57861.737737	&	1.98	&	1.35	&	1.3144	&	0.0160	&	0.3443	&	0.0009	&	0.1288	&	0.0011	\\
57865.717589	&	1.83	&	1.90	&	1.6984	&	0.0333	&	0.3519	&	0.0014	&	0.1330	&	0.0018	\\
57878.687660	&	5.46	&	1.24	&	1.4959	&	0.0184	&	0.3537	&	0.0009	&	0.1304	&	0.0012	\\
57880.690696	&	2.55	&	1.35	&	1.5076	&	0.0146	&	0.3580	&	0.0009	&	0.1329	&	0.0010	\\
57881.708813	&	1.11	&	1.21	&	1.4962	&	0.0229	&	0.3652	&	0.0012	&	0.1337	&	0.0014	\\
57890.711349	&	0.05	&	2.10	&	1.4537	&	0.0291	&	0.3562	&	0.0015	&	0.1368	&	0.0018	\\
57894.704442	&	1.82	&	1.19	&	1.4400	&	0.0122	&	0.3523	&	0.0008	&	0.1351	&	0.0009	\\
57896.703867	&	4.42	&	1.54	&	1.4497	&	0.0155	&	0.3520	&	0.0009	&	0.1324	&	0.0011	\\
57897.719003	&	2.20	&	1.31	&	1.4550	&	0.0157	&	0.3497	&	0.0009	&	0.1314	&	0.0011	\\
57898.725167	&	0.41	&	0.83	&	1.4378	&	0.0104	&	0.3495	&	0.0007	&	0.1322	&	0.0008	\\
57916.711750	&	5.64	&	1.14	&	1.3962	&	0.0139	&	0.3599	&	0.0011	&	0.1358	&	0.0011	\\
57928.702352	&	6.03	&	4.73	&	1.1069	&	0.0671	&	0.3393	&	0.0017	&	0.1242	&	0.0035	\\
57930.649599	&	10.56	&	2.14	&	1.2831	&	0.0230	&	0.3440	&	0.0009	&	0.1242	&	0.0014	\\
57932.666903	&	1.58	&	1.22	&	1.2986	&	0.0130	&	0.3400	&	0.0008	&	0.1281	&	0.0009	\\
57933.705004	&	0.59	&	1.26	&	1.3840	&	0.0144	&	0.3509	&	0.0009	&	0.1318	&	0.0010	\\
57934.663692	&	1.63	&	2.51	&	1.2205	&	0.0352	&	0.3404	&	0.0015	&	0.1291	&	0.0021	\\
57935.678133	&	0.74	&	2.21	&	1.2430	&	0.0230	&	0.3499	&	0.0012	&	0.1289	&	0.0015	\\
57944.717102	&	-4.60	&	1.36	&	1.2721	&	0.0128	&	0.3418	&	0.0007	&	0.1253	&	0.0009	\\
57952.634290	&	7.74	&	1.54	&	1.3957	&	0.0164	&	0.3541	&	0.0009	&	0.1327	&	0.0011	\\
57953.620628	&	8.78	&	1.11	&	1.4560	&	0.0109	&	0.3577	&	0.0007	&	0.1314	&	0.0008	\\
57969.481739	&	-1.55	&	1.42	&	1.2825	&	0.0184	&	0.3432	&	0.0011	&	0.1287	&	0.0013	\\
57972.527474	&	2.69	&	1.68	&	1.1616	&	0.0146	&	0.3417	&	0.0010	&	0.1271	&	0.0011	\\
57974.579433	&	-3.44	&	1.68	&	1.5073	&	0.0181	&	0.3527	&	0.0010	&	0.1360	&	0.0012	\\
57976.626596	&	-6.89	&	1.58	&	1.2432	&	0.0152	&	0.3437	&	0.0009	&	0.1259	&	0.0011	\\
57977.476387	&	-7.18	&	1.68	&	1.2844	&	0.0178	&	0.3485	&	0.0012	&	0.1312	&	0.0013	\\
57978.522875	&	-7.89	&	1.23	&	1.2845	&	0.0113	&	0.3427	&	0.0008	&	0.1275	&	0.0009	\\
57979.533008	&	-5.14	&	1.37	&	1.2524	&	0.0150	&	0.3413	&	0.0011	&	0.1294	&	0.0012	\\
57980.524437	&	-5.09	&	1.12	&	1.2436	&	0.0102	&	0.3434	&	0.0008	&	0.1260	&	0.0008	\\
57981.531616	&	-4.30	&	1.26	&	1.3445	&	0.0130	&	0.3425	&	0.0008	&	0.1273	&	0.0009	\\
57984.545703	&	-1.78	&	1.58	&	1.2999	&	0.0187	&	0.3441	&	0.0011	&	0.1240	&	0.0013	\\
57991.578297	&	16.01	&	3.53	&	1.6449	&	0.0664	&	0.3484	&	0.0014	&	0.1182	&	0.0026	\\
57993.584859	&	8.69	&	1.61	&	1.4253	&	0.0183	&	0.3506	&	0.0008	&	0.1259	&	0.0011	\\
57995.488618	&	3.24	&	1.78	&	1.4359	&	0.0197	&	0.3534	&	0.0010	&	0.1285	&	0.0013	\\
57997.489417	&	-1.74	&	1.44	&	1.3938	&	0.0202	&	0.3547	&	0.0011	&	0.1302	&	0.0013	\\
58000.496416	&	2.97	&	1.59	&	1.3261	&	0.0159	&	0.3527	&	0.0011	&	0.1291	&	0.0012	\\
58005.520203	&	-2.82	&	1.23	&	1.4496	&	0.0134	&	0.3561	&	0.0008	&	0.1278	&	0.0009	\\
58006.527222	&	-2.75	&	1.54	&	1.3786	&	0.0166	&	0.3547	&	0.0009	&	0.1222	&	0.0011	\\
58007.519612	&	0.12	&	1.57	&	1.3121	&	0.0161	&	0.3507	&	0.0009	&	0.1281	&	0.0011	\\
58008.508170	&	-1.55	&	1.33	&	1.3316	&	0.0121	&	0.3521	&	0.0008	&	0.1276	&	0.0009	\\
58009.518323	&	-1.39	&	3.10	&	1.3530	&	0.0494	&	0.3518	&	0.0018	&	0.1327	&	0.0025	\\
58010.527329	&	1.69	&	1.58	&	1.3843	&	0.0161	&	0.3481	&	0.0009	&	0.1264	&	0.0011	\\
58011.410126	&	-1.12	&	1.16	&	1.3190	&	0.0145	&	0.3504	&	0.0010	&	0.1330	&	0.0011	\\
58024.541278	&	0.95	&	1.54	&	1.3241	&	0.0185	&	0.3459	&	0.0009	&	0.1257	&	0.0011	\\
58025.371544	&	1.20	&	1.39	&	1.2873	&	0.0106	&	0.3445	&	0.0008	&	0.1268	&	0.0008	\\
58031.495137	&	0.25	&	1.69	&	1.4461	&	0.0153	&	0.3483	&	0.0009	&	0.1335	&	0.0011	\\
58037.441370	&	4.77	&	1.85	&	1.5957	&	0.0214	&	0.3530	&	0.0010	&	0.1317	&	0.0013	\\
58333.524276	&	7.28	&	1.61	&	1.3096	&	0.0121	&	0.3452	&	0.0009	&	0.1282	&	0.0010	\\
58334.519679	&	5.84	&	1.43	&	1.3670	&	0.0137	&	0.3413	&	0.0010	&	0.1314	&	0.0011	\\
58335.503783	&	8.15	&	4.77	&	2.0728	&	0.1667	&	0.3382	&	0.0038	&	0.1319	&	0.0075	\\
58443.358465	&	3.62	&	1.18	&	1.2693	&	0.0118	&	0.3384	&	0.0008	&	0.1258	&	0.0009	\\
58446.338876	&	-4.56	&	2.05	&	1.1359	&	0.0278	&	0.3387	&	0.0012	&	0.1284	&	0.0017	\\
58974.692775	&	2.03	&	1.56	&	1.2699	&	0.0143	&	0.3461	&	0.0009	&	0.1262	&	0.0011	\\
58976.693276	&	5.43	&	1.91	&	1.2408	&	0.0166	&	0.3468	&	0.0010	&	0.1265	&	0.0012	\\
58985.653439	&	1.51	&	1.99	&	1.3204	&	0.0154	&	0.3511	&	0.0009	&	0.1282	&	0.0011	\\
59007.691145	&	-0.18	&	1.32	&	1.1632	&	0.0090	&	0.3409	&	0.0008	&	0.1277	&	0.0008	\\
59050.687681	&	-4.26	&	1.52	&	1.2192	&	0.0120	&	0.3381	&	0.0009	&	0.1209	&	0.0009	\\
59051.675891	&	-2.99	&	1.51	&	1.2805	&	0.0135	&	0.3445	&	0.0007	&	0.1212	&	0.0009	\\
59068.490382	&	9.43	&	1.47	&	1.5259	&	0.0148	&	0.3536	&	0.0007	&	0.1263	&	0.0010	\\
59069.572791	&	-0.57	&	1.31	&	1.5124	&	0.0113	&	0.3565	&	0.0007	&	0.1306	&	0.0008	\\
59070.632248	&	-1.41	&	1.26	&	1.5447	&	0.0148	&	0.3515	&	0.0008	&	0.1308	&	0.0010	\\
59071.656784	&	-1.96	&	1.69	&	1.4222	&	0.0196	&	0.3489	&	0.0010	&	0.1301	&	0.0012	\\
59111.440202	&	0.82	&	1.62	&	1.3842	&	0.0147	&	0.3475	&	0.0012	&	0.1292	&	0.0012	\\
59125.467731	&	3.12	&	1.41	&	1.3467	&	0.0187	&	0.3399	&	0.0009	&	0.1223	&	0.0012	\\
59126.368868	&	-1.78	&	1.46	&	1.2907	&	0.0120	&	0.3401	&	0.0007	&	0.1220	&	0.0009	\\
59130.372594	&	-8.46	&	2.44	&	1.3283	&	0.0269	&	0.3395	&	0.0012	&	0.1219	&	0.0016	\\
